Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR,UAH
20 November 2023,1.0928,162.12,1.9558,24.541,7.4565,0.8763,378.9,4.369,4.9721,11.427,0.9665,152.5,11.72,31.4332,1.6669,5.3364,1.4994,7.8378,8.5165,16881.57,4.0811,91.106,1412.56,18.759,5.1006,1.8132,60.497,1.4641,38.494,20.1445,39.42
